brcode,tran_type,d_date,tran_month,item_code,qty,day,month,year,quarter,week,day_type
3,Sale,2018-02-19,February,233539,1,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,201975,4,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,208501,1,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,208501,2,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,201975,1,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,310183,1,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,233539,1,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,208501,2,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,324411,1,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,310183,1,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,233384,1,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,201975,6,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,208501,1,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,208501,3,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,201975,4,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,201975,4,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,233539,2,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,233384,1,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,202470,1,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,202470,1,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,310183,1,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,206115,1,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,233384,1,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,202470,1,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,203999,5,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,202470,1,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,233539,1,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,233384,1,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,203999,5,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,310183,7,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,203999,20,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,233384,1,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,233539,1,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,233539,1,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,323007,4,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,233539,1,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,208501,6,19,2,2018,4,7,weekday
109,Sale,2018-02-19,February,203999,10,19,2,2018,4,7,weekday
3,Sale,2018-02-19,February,324411,1,19,2,2018,4,7,weekday
109,Sale,2018-02-20,February,233539,1,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,203999,5,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,310183,1,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,201975,2,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,310183,1,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,203999,5,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,233384,1,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,310183,300,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,326899,20,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,310183,1,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,208501,4,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,323007,1,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,208501,4,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,208501,4,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,310183,1,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,208501,6,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,310183,1,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,233384,1,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,201975,4,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,201975,4,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,201975,3,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,310183,1,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,203999,5,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,206115,1,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,201975,10,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,202470,1,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,201975,2,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,233539,1,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,203999,10,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,208501,8,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,208501,1,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,233539,1,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,208501,7,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,202470,2,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,208501,2,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,203999,10,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,310183,1,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,203999,5,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,208501,1,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,202470,1,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,208501,4,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,233539,1,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,228187,1,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,206115,1,20,2,2018,4,7,weekday
3,Sale,2018-02-20,February,233539,1,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,233539,1,20,2,2018,4,7,weekday
109,Sale,2018-02-20,February,310183,1,20,2,2018,4,7,weekday
109,Sale,2018-02-21,February,203999,50,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,310183,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,208501,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,228187,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,201975,6,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,310183,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,323007,4,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,310183,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,228187,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,233539,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,310183,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,323007,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,228187,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,233384,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,208501,3,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,310183,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,206115,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,233539,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,208501,3,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,203999,10,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,203999,5,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,233384,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,233384,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,202470,2,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,201975,4,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,206115,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,208501,3,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,201975,6,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,201975,6,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,201975,20,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,208501,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,233539,3,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,324411,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,208501,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,208501,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,233539,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,233384,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,323007,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,208501,2,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,208501,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,310183,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,201975,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,202470,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,208501,3,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,233539,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,310183,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,208501,2,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,233539,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,233539,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,208501,4,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,201975,2,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,233539,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,233539,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,324411,1,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,201975,8,21,2,2018,4,7,weekday
3,Sale,2018-02-21,February,233539,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,310183,1,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,208501,5,21,2,2018,4,7,weekday
109,Sale,2018-02-21,February,323007,1,21,2,2018,4,7,weekday
109,Sale,2018-02-22,February,203999,5,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,310183,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,228187,3,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,208501,2,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,201975,12,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,228187,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,233539,1,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,208501,3,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,324411,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,208501,6,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,208501,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,324411,1,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,233384,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,208501,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,208501,2,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,233539,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,201975,4,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,201975,4,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,310183,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,201975,6,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,202470,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,233539,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,201975,4,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,310183,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,233384,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,324411,2,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,206115,1,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,310183,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,233539,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,208501,1,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,208501,6,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,203999,5,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,323007,1,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,208501,3,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,208501,2,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,310183,1,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,203999,5,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,310183,100,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,208501,3,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,202470,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,208501,9,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,310183,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,310183,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,208501,3,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,310183,1,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,203999,20,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,233384,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,208501,2,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,228187,1,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,310183,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,201975,4,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,310183,1,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,310183,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,201975,6,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,202470,1,22,2,2018,4,7,weekday
3,Sale,2018-02-22,February,201975,4,22,2,2018,4,7,weekday
109,Sale,2018-02-22,February,323007,2,22,2,2018,4,7,weekday
109,Sale,2018-02-23,February,233384,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,208501,2,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,202470,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,206115,1,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,208501,6,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,310183,1,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,201975,6,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,323007,2,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,201975,4,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,310183,1,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,202470,8,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,324411,1,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,203999,13,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,228187,2,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,201975,12,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,208501,5,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,202470,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,208501,5,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,233539,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,203999,35,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,202470,1,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,202470,1,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,228187,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,310183,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,310183,1,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,203999,10,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,310183,1,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,310183,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,202470,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,208501,1,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,203999,10,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,233384,1,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,201975,3,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,233539,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,208501,2,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,310183,3,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,202470,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,310183,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,228187,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,323007,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,310183,1,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,201975,4,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,203999,5,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,201975,6,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,233384,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,201975,6,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,203999,7,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,203999,10,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,208501,1,23,2,2018,4,7,weekday
3,Sale,2018-02-23,February,233539,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,310183,1,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,203999,10,23,2,2018,4,7,weekday
109,Sale,2018-02-23,February,202470,1,23,2,2018,4,7,weekday
3,Sale,2018-02-24,February,201975,12,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,208501,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,310183,1,24,2,2018,4,7,weekend
3,Sale,2018-02-24,February,201975,8,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,208501,6,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,202470,1,24,2,2018,4,7,weekend
3,Sale,2018-02-24,February,233384,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,310183,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,201975,1,24,2,2018,4,7,weekend
3,Sale,2018-02-24,February,233539,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,310183,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,233384,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,201975,1,24,2,2018,4,7,weekend
3,Sale,2018-02-24,February,203999,10,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,201975,6,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,208501,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,208501,2,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,310183,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,208501,1,24,2,2018,4,7,weekend
3,Sale,2018-02-24,February,208501,2,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,310183,300,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,208501,12,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,208501,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,326899,20,24,2,2018,4,7,weekend
3,Sale,2018-02-24,February,203999,5,24,2,2018,4,7,weekend
3,Sale,2018-02-24,February,201975,8,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,201975,3,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,323007,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,233384,1,24,2,2018,4,7,weekend
3,Sale,2018-02-24,February,203999,10,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,201975,5,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,208501,3,24,2,2018,4,7,weekend
3,Sale,2018-02-24,February,233539,2,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,203999,15,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,202470,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,323007,2,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,203999,10,24,2,2018,4,7,weekend
3,Sale,2018-02-24,February,208501,6,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,208501,6,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,326899,20,24,2,2018,4,7,weekend
3,Sale,2018-02-24,February,233539,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,310183,1,24,2,2018,4,7,weekend
3,Sale,2018-02-24,February,206115,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,208501,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,208501,1,24,2,2018,4,7,weekend
109,Sale,2018-02-24,February,202470,2,24,2,2018,4,7,weekend
3,Sale,2018-02-25,February,233384,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,208501,2,25,2,2018,4,8,weekend
3,Sale,2018-02-25,February,233384,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,208501,3,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,208501,2,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,208501,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,310183,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,208501,4,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,208501,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,233539,3,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,233384,2,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,203999,5,25,2,2018,4,8,weekend
3,Sale,2018-02-25,February,201975,2,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,208501,4,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,310183,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,203999,10,25,2,2018,4,8,weekend
3,Sale,2018-02-25,February,324411,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,202470,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,310183,1,25,2,2018,4,8,weekend
3,Sale,2018-02-25,February,324411,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,233539,2,25,2,2018,4,8,weekend
3,Sale,2018-02-25,February,202470,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,310183,1,25,2,2018,4,8,weekend
3,Sale,2018-02-25,February,202470,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,208501,2,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,323007,2,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,208501,4,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,233384,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,202470,4,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,208501,4,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,233539,1,25,2,2018,4,8,weekend
3,Sale,2018-02-25,February,324411,1,25,2,2018,4,8,weekend
3,Sale,2018-02-25,February,233384,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,202470,2,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,310183,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,310183,1,25,2,2018,4,8,weekend
109,Sale,2018-02-25,February,310183,1,25,2,2018,4,8,weekend
3,Sale,2018-02-26,February,201975,1,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,323007,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,201975,4,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,203999,55,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,208501,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,201975,8,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,203999,30,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,233384,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,201975,6,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,208501,1,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,208501,2,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,310183,1,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,310183,300,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,202470,4,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,310183,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,233539,1,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,310183,1,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,310183,2,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,233384,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,208501,2,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,233539,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,201975,6,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,206115,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,324411,1,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,310183,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,201975,8,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,310183,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,203999,5,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,208501,3,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,201975,4,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,208501,2,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,208501,2,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,203999,10,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,203999,105,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,233539,1,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,203999,5,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,326899,10,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,203999,5,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,203999,5,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,202470,1,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,310183,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,233384,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,202470,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,202470,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,233384,1,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,310183,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,228187,12,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,310183,1,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,310183,1,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,202470,1,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,208501,1,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,208501,3,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,208501,1,26,2,2018,4,8,weekday
3,Sale,2018-02-26,February,208501,9,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,203999,5,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,310183,1,26,2,2018,4,8,weekday
109,Sale,2018-02-26,February,310183,1,26,2,2018,4,8,weekday
109,Sale,2018-02-27,February,310183,1,27,2,2018,4,8,weekday
3,Sale,2018-02-27,February,208501,1,27,2,2018,4,8,weekday
109,Sale,2018-02-27,February,208501,1,27,2,2018,4,8,weekday
